생산량,년도,지역,작물명,단위
46432,2013,계,과채류:면적,ha
50097,2014,계,과채류:면적,ha
48784,2015,계,과채류:면적,ha
44661,2016,계,과채류:면적,ha
41942.5045,2017,계,과채류:면적,ha
42077.7345,2018,계,과채류:면적,ha
42623.0143,2019,계,과채류:면적,ha
40667.1683,2020,계,과채류:면적,ha
40857.7356,2021,계,과채류:면적,ha
40389.8246,2022,계,과채류:면적,ha
2032903,2013,계,과채류:생산량,톤
2179553,2014,계,과채류:생산량,톤
2082403,2015,계,과채류:생산량,톤
1940733,2016,계,과채류:생산량,톤
1890612,2017,계,과채류:생산량,톤
1880890,2018,계,과채류:생산량,톤
1928430,2019,계,과채류:생산량,톤
1784019,2020,계,과채류:생산량,톤
1761337,2021,계,과채류:생산량,톤
1770302,2022,계,과채류:생산량,톤
14885,2013,계,수박:면적,ha
16865,2014,계,수박:면적,ha
15185,2015,계,수박:면적,ha
13440,2016,계,수박:면적,ha
12660.6999,2017,계,수박:면적,ha
11813.8108,2018,계,수박:면적,ha
11972.2385,2019,계,수박:면적,ha
11580.3819,2020,계,수박:면적,ha
11747.8376,2021,계,수박:면적,ha
11762.3375,2022,계,수박:면적,ha
672914,2013,계,수박:생산량,톤
686883,2014,계,수박:생산량,톤
634352,2015,계,수박:생산량,톤
570160,2016,계,수박:생산량,톤
506471,2017,계,수박:생산량,톤
476634,2018,계,수박:생산량,톤
475815,2019,계,수박:생산량,톤
466529,2020,계,수박:생산량,톤
489029,2021,계,수박:생산량,톤
487167,2022,계,수박:생산량,톤
2586,2013,계,노지수박:면적,ha
2855,2014,계,노지수박:면적,ha
2613,2015,계,노지수박:면적,ha
2273,2016,계,노지수박:면적,ha
2725.7912,2017,계,노지수박:면적,ha
2366.9759,2018,계,노지수박:면적,ha
2647.5987,2019,계,노지수박:면적,ha
2622.9639,2020,계,노지수박:면적,ha
2228.1043,2021,계,노지수박:면적,ha
2377.4823,2022,계,노지수박:면적,ha
3747,2013,계,노지수박:10a당 생산량,kg
3453,2014,계,노지수박:10a당 생산량,kg
3435,2015,계,노지수박:10a당 생산량,kg
3783,2016,계,노지수박:10a당 생산량,kg
3402,2017,계,노지수박:10a당 생산량,kg
3234,2018,계,노지수박:10a당 생산량,kg
3190,2019,계,노지수박:10a당 생산량,kg
3141,2020,계,노지수박:10a당 생산량,kg
3476,2021,계,노지수박:10a당 생산량,kg
3489,2022,계,노지수박:10a당 생산량,kg
96893,2013,계,노지수박:생산량,톤
98592,2014,계,노지수박:생산량,톤
89747,2015,계,노지수박:생산량,톤
85994,2016,계,노지수박:생산량,톤
92736,2017,계,노지수박:생산량,톤
76543,2018,계,노지수박:생산량,톤
84469,2019,계,노지수박:생산량,톤
82398,2020,계,노지수박:생산량,톤
77456,2021,계,노지수박:생산량,톤
82950,2022,계,노지수박:생산량,톤
12299,2013,계,시설수박:면적,ha
14010,2014,계,시설수박:면적,ha
12572,2015,계,시설수박:면적,ha
11167,2016,계,시설수박:면적,ha
9934.9087,2017,계,시설수박:면적,ha
9446.8349,2018,계,시설수박:면적,ha
9324.6398,2019,계,시설수박:면적,ha
8957.418,2020,계,시설수박:면적,ha
9519.7333,2021,계,시설수박:면적,ha
9384.8552,2022,계,시설수박:면적,ha
4683,2013,계,시설수박:10a당 생산량,kg
4199,2014,계,시설수박:10a당 생산량,kg
4332,2015,계,시설수박:10a당 생산량,kg
4336,2016,계,시설수박:10a당 생산량,kg
4164,2017,계,시설수박:10a당 생산량,kg
4235,2018,계,시설수박:10a당 생산량,kg
4197,2019,계,시설수박:10a당 생산량,kg
4288,2020,계,시설수박:10a당 생산량,kg
4323,2021,계,시설수박:10a당 생산량,kg
4307,2022,계,시설수박:10a당 생산량,kg
576021,2013,계,시설수박:생산량,톤
588291,2014,계,시설수박:생산량,톤
544605,2015,계,시설수박:생산량,톤
484166,2016,계,시설수박:생산량,톤
413735,2017,계,시설수박:생산량,톤
400091,2018,계,시설수박:생산량,톤
391346,2019,계,시설수박:생산량,톤
384131,2020,계,시설수박:생산량,톤
411573,2021,계,시설수박:생산량,톤
404217,2022,계,시설수박:생산량,톤
5515,2013,계,참외:면적,ha
5485,2014,계,참외:면적,ha
5438,2015,계,참외:면적,ha
5064,2016,계,참외:면적,ha
3580.8195,2017,계,참외:면적,ha
3613.7701,2018,계,참외:면적,ha
3647.5181,2019,계,참외:면적,ha
3595.5237,2020,계,참외:면적,ha
4652.8489,2021,계,참외:면적,ha
4686.3078,2022,계,참외:면적,ha
176622,2013,계,참외:생산량,톤
158239,2014,계,참외:생산량,톤
161100,2015,계,참외:생산량,톤
157086,2016,계,참외:생산량,톤
166281,2017,계,참외:생산량,톤
130528,2018,계,참외:생산량,톤
150234,2019,계,참외:생산량,톤
148875,2020,계,참외:생산량,톤
198598,2021,계,참외:생산량,톤
200495,2022,계,참외:생산량,톤
135,2013,계,노지참외:면적,ha
127,2014,계,노지참외:면적,ha
133,2015,계,노지참외:면적,ha
192,2016,계,노지참외:면적,ha
127.2938,2017,계,노지참외:면적,ha
145.2281,2018,계,노지참외:면적,ha
159.1162,2019,계,노지참외:면적,ha
186.1787,2020,계,노지참외:면적,ha
211.7172,2021,계,노지참외:면적,ha
211.7494,2022,계,노지참외:면적,ha
1870,2013,계,노지참외:10a당 생산량,kg
2238,2014,계,노지참외:10a당 생산량,kg
1934,2015,계,노지참외:10a당 생산량,kg
1697,2016,계,노지참외:10a당 생산량,kg
1805,2017,계,노지참외:10a당 생산량,kg
2138,2018,계,노지참외:10a당 생산량,kg
2007,2019,계,노지참외:10a당 생산량,kg
2071,2020,계,노지참외:10a당 생산량,kg
1990,2021,계,노지참외:10a당 생산량,kg
2644,2022,계,노지참외:10a당 생산량,kg
2525,2013,계,노지참외:생산량,톤
2842,2014,계,노지참외:생산량,톤
2572,2015,계,노지참외:생산량,톤
3258,2016,계,노지참외:생산량,톤
2298,2017,계,노지참외:생산량,톤
3104,2018,계,노지참외:생산량,톤
3194,2019,계,노지참외:생산량,톤
3856,2020,계,노지참외:생산량,톤
4214,2021,계,노지참외:생산량,톤
5599,2022,계,노지참외:생산량,톤
5380,2013,계,시설참외:면적,ha
5358,2014,계,시설참외:면적,ha
5305,2015,계,시설참외:면적,ha
4872,2016,계,시설참외:면적,ha
3453.5257,2017,계,시설참외:면적,ha
3468.542,2018,계,시설참외:면적,ha
3488.4019,2019,계,시설참외:면적,ha
3409.345,2020,계,시설참외:면적,ha
4441.1317,2021,계,시설참외:면적,ha
4474.5584,2022,계,시설참외:면적,ha
3236,2013,계,시설참외:10a당 생산량,kg
2900,2014,계,시설참외:10a당 생산량,kg
2988,2015,계,시설참외:10a당 생산량,kg
3157,2016,계,시설참외:10a당 생산량,kg
4748,2017,계,시설참외:10a당 생산량,kg
3674,2018,계,시설참외:10a당 생산량,kg
4215,2019,계,시설참외:10a당 생산량,kg
4254,2020,계,시설참외:10a당 생산량,kg
4377,2021,계,시설참외:10a당 생산량,kg
4356,2022,계,시설참외:10a당 생산량,kg
174097,2013,계,시설참외:생산량,톤
155397,2014,계,시설참외:생산량,톤
158528,2015,계,시설참외:생산량,톤
153828,2016,계,시설참외:생산량,톤
163983,2017,계,시설참외:생산량,톤
127424,2018,계,시설참외:생산량,톤
147040,2019,계,시설참외:생산량,톤
145019,2020,계,시설참외:생산량,톤
194384,2021,계,시설참외:생산량,톤
194896,2022,계,시설참외:생산량,톤
6890,2013,계,딸기:면적,ha
6875,2014,계,딸기:면적,ha
6403,2015,계,딸기:면적,ha
5978,2016,계,딸기:면적,ha
5906.5535,2017,계,딸기:면적,ha
6061.7699,2018,계,딸기:면적,ha
6461.6616,2019,계,딸기:면적,ha
5683.161,2020,계,딸기:면적,ha
6103.235,2021,계,딸기:면적,ha
5744.8413,2022,계,딸기:면적,ha
216803,2013,계,딸기:생산량,톤
209901,2014,계,딸기:생산량,톤
194513,2015,계,딸기:생산량,톤
191218,2016,계,딸기:생산량,톤
208699,2017,계,딸기:생산량,톤
183639,2018,계,딸기:생산량,톤
234225,2019,계,딸기:생산량,톤
163646,2020,계,딸기:생산량,톤
177480,2021,계,딸기:생산량,톤
158807,2022,계,딸기:생산량,톤
101,2013,계,노지딸기:면적,ha
50,2014,계,노지딸기:면적,ha
97,2015,계,노지딸기:면적,ha
134,2016,계,노지딸기:면적,ha
123.9399,2017,계,노지딸기:면적,ha
92.567,2018,계,노지딸기:면적,ha
40.9069,2019,계,노지딸기:면적,ha
49.3954,2020,계,노지딸기:면적,ha
46.1415,2021,계,노지딸기:면적,ha
52.9626,2022,계,노지딸기:면적,ha
2203,2013,계,노지딸기:10a당 생산량,kg
2014,2014,계,노지딸기:10a당 생산량,kg
1791,2015,계,노지딸기:10a당 생산량,kg
1899,2016,계,노지딸기:10a당 생산량,kg
1995,2017,계,노지딸기:10a당 생산량,kg
1885,2018,계,노지딸기:10a당 생산량,kg
2283,2019,계,노지딸기:10a당 생산량,kg
2280,2020,계,노지딸기:10a당 생산량,kg
1970,2021,계,노지딸기:10a당 생산량,kg
1932,2022,계,노지딸기:10a당 생산량,kg
2225,2013,계,노지딸기:생산량,톤
1007,2014,계,노지딸기:생산량,톤
1737,2015,계,노지딸기:생산량,톤
2545,2016,계,노지딸기:생산량,톤
2473,2017,계,노지딸기:생산량,톤
1745,2018,계,노지딸기:생산량,톤
934,2019,계,노지딸기:생산량,톤
1126,2020,계,노지딸기:생산량,톤
909,2021,계,노지딸기:생산량,톤
1023,2022,계,노지딸기:생산량,톤
6789,2013,계,시설딸기:면적,ha
6825,2014,계,시설딸기:면적,ha
6306,2015,계,시설딸기:면적,ha
5844,2016,계,시설딸기:면적,ha
5782.6136,2017,계,시설딸기:면적,ha
5969.2029,2018,계,시설딸기:면적,ha
6420.7547,2019,계,시설딸기:면적,ha
5633.7656,2020,계,시설딸기:면적,ha
6057.0935,2021,계,시설딸기:면적,ha
5691.8787,2022,계,시설딸기:면적,ha
3161,2013,계,시설딸기:10a당 생산량,kg
3061,2014,계,시설딸기:10a당 생산량,kg
3057,2015,계,시설딸기:10a당 생산량,kg
3228,2016,계,시설딸기:10a당 생산량,kg
3566,2017,계,시설딸기:10a당 생산량,kg
3047,2018,계,시설딸기:10a당 생산량,kg
3633,2019,계,시설딸기:10a당 생산량,kg
2885,2020,계,시설딸기:10a당 생산량,kg
2915,2021,계,시설딸기:10a당 생산량,kg
2772,2022,계,시설딸기:10a당 생산량,kg
214578,2013,계,시설딸기:생산량,톤
208894,2014,계,시설딸기:생산량,톤
192776,2015,계,시설딸기:생산량,톤
188673,2016,계,시설딸기:생산량,톤
206226,2017,계,시설딸기:생산량,톤
181894,2018,계,시설딸기:생산량,톤
233291,2019,계,시설딸기:생산량,톤
162520,2020,계,시설딸기:생산량,톤
176571,2021,계,시설딸기:생산량,톤
157784,2022,계,시설딸기:생산량,톤
3629,2013,계,오이:면적,ha
4143,2014,계,오이:면적,ha
4137,2015,계,오이:면적,ha
4781,2016,계,오이:면적,ha
4917.7047,2017,계,오이:면적,ha
5323.4613,2018,계,오이:면적,ha
4961.9,2019,계,오이:면적,ha
4721.2445,2020,계,오이:면적,ha
4121.464,2021,계,오이:면적,ha
3835.8764,2022,계,오이:면적,ha
254576,2013,계,오이:생산량,톤
279105,2014,계,오이:생산량,톤
271040,2015,계,오이:생산량,톤
333760,2016,계,오이:생산량,톤
341364,2017,계,오이:생산량,톤
391214,2018,계,오이:생산량,톤
366065,2019,계,오이:생산량,톤
335596,2020,계,오이:생산량,톤
283933,2021,계,오이:생산량,톤
281926,2022,계,오이:생산량,톤
793,2013,계,노지오이:면적,ha
862,2014,계,노지오이:면적,ha
799,2015,계,노지오이:면적,ha
875,2016,계,노지오이:면적,ha
1113.0717,2017,계,노지오이:면적,ha
1159.6905,2018,계,노지오이:면적,ha
999.0119,2019,계,노지오이:면적,ha
1069.3589,2020,계,노지오이:면적,ha
1113.4421,2021,계,노지오이:면적,ha
773.1225,2022,계,노지오이:면적,ha
4314,2013,계,노지오이:10a당 생산량,kg
3800,2014,계,노지오이:10a당 생산량,kg
3858,2015,계,노지오이:10a당 생산량,kg
3803,2016,계,노지오이:10a당 생산량,kg
4033,2017,계,노지오이:10a당 생산량,kg
4212,2018,계,노지오이:10a당 생산량,kg
4129,2019,계,노지오이:10a당 생산량,kg
4081,2020,계,노지오이:10a당 생산량,kg
3997,2021,계,노지오이:10a당 생산량,kg
4119,2022,계,노지오이:10a당 생산량,kg
34209,2013,계,노지오이:생산량,톤
32753,2014,계,노지오이:생산량,톤
30828,2015,계,노지오이:생산량,톤
33274,2016,계,노지오이:생산량,톤
44888,2017,계,노지오이:생산량,톤
48849,2018,계,노지오이:생산량,톤
41250,2019,계,노지오이:생산량,톤
43638,2020,계,노지오이:생산량,톤
44501,2021,계,노지오이:생산량,톤
31846,2022,계,노지오이:생산량,톤
2836,2013,계,시설오이:면적,ha
3281,2014,계,시설오이:면적,ha
3338,2015,계,시설오이:면적,ha
3906,2016,계,시설오이:면적,ha
3804.633,2017,계,시설오이:면적,ha
4163.7708,2018,계,시설오이:면적,ha
3962.8881,2019,계,시설오이:면적,ha
3651.8856,2020,계,시설오이:면적,ha
3008.0219,2021,계,시설오이:면적,ha
3062.7539,2022,계,시설오이:면적,ha
7770,2013,계,시설오이:10a당 생산량,kg
7508,2014,계,시설오이:10a당 생산량,kg
7196,2015,계,시설오이:10a당 생산량,kg
7693,2016,계,시설오이:10a당 생산량,kg
7792,2017,계,시설오이:10a당 생산량,kg
8222,2018,계,시설오이:10a당 생산량,kg
8196,2019,계,시설오이:10a당 생산량,kg
7995,2020,계,시설오이:10a당 생산량,kg
7960,2021,계,시설오이:10a당 생산량,kg
8165,2022,계,시설오이:10a당 생산량,kg
220367,2013,계,시설오이:생산량,톤
246352,2014,계,시설오이:생산량,톤
240212,2015,계,시설오이:생산량,톤
300486,2016,계,시설오이:생산량,톤
296476,2017,계,시설오이:생산량,톤
342365,2018,계,시설오이:생산량,톤
324815,2019,계,시설오이:생산량,톤
291958,2020,계,시설오이:생산량,톤
239432,2021,계,시설오이:생산량,톤
250080,2022,계,시설오이:생산량,톤
9459,2013,계,호박:면적,ha
9659,2014,계,호박:면적,ha
10645,2015,계,호박:면적,ha
9007,2016,계,호박:면적,ha
9095.1549,2017,계,호박:면적,ha
9206.4802,2018,계,호박:면적,ha
9873.6264,2019,계,호박:면적,ha
9565.4472,2020,계,호박:면적,ha
8221.8619,2021,계,호박:면적,ha
8249.342,2022,계,호박:면적,ha
323364,2013,계,호박:생산량,톤
345465,2014,계,호박:생산량,톤
364416,2015,계,호박:생산량,톤
298206,2016,계,호박:생산량,톤
312690,2017,계,호박:생산량,톤
310218,2018,계,호박:생산량,톤
343511,2019,계,호박:생산량,톤
325325,2020,계,호박:생산량,톤
242914,2021,계,호박:생산량,톤
263099,2022,계,호박:생산량,톤
6805,2013,계,노지호박:면적,ha
6504,2014,계,노지호박:면적,ha
7249,2015,계,노지호박:면적,ha
6150,2016,계,노지호박:면적,ha
6176.5333,2017,계,노지호박:면적,ha
6299.3053,2018,계,노지호박:면적,ha
6813.6654,2019,계,노지호박:면적,ha
6781.2573,2020,계,노지호박:면적,ha
6550.4021,2021,계,노지호박:면적,ha
6244.8441,2022,계,노지호박:면적,ha
2868,2013,계,노지호박:10a당 생산량,kg
2946,2014,계,노지호박:10a당 생산량,kg
2784,2015,계,노지호박:10a당 생산량,kg
2470,2016,계,노지호박:10a당 생산량,kg
2566,2017,계,노지호박:10a당 생산량,kg
2731,2018,계,노지호박:10a당 생산량,kg
2609,2019,계,노지호박:10a당 생산량,kg
2565,2020,계,노지호박:10a당 생산량,kg
2394,2021,계,노지호박:10a당 생산량,kg
2535,2022,계,노지호박:10a당 생산량,kg
195144,2013,계,노지호박:생산량,톤
191636,2014,계,노지호박:생산량,톤
201840,2015,계,노지호박:생산량,톤
151933,2016,계,노지호박:생산량,톤
158508,2017,계,노지호박:생산량,톤
172052,2018,계,노지호박:생산량,톤
177795,2019,계,노지호박:생산량,톤
173951,2020,계,노지호박:생산량,톤
156820,2021,계,노지호박:생산량,톤
158311,2022,계,노지호박:생산량,톤
2654,2013,계,시설호박:면적,ha
3155,2014,계,시설호박:면적,ha
3396,2015,계,시설호박:면적,ha
2857,2016,계,시설호박:면적,ha
2918.6216,2017,계,시설호박:면적,ha
2907.1749,2018,계,시설호박:면적,ha
3059.961,2019,계,시설호박:면적,ha
2784.1899,2020,계,시설호박:면적,ha
1671.4598,2021,계,시설호박:면적,ha
2004.4979,2022,계,시설호박:면적,ha
4831,2013,계,시설호박:10a당 생산량,kg
4876,2014,계,시설호박:10a당 생산량,kg
4787,2015,계,시설호박:10a당 생산량,kg
5120,2016,계,시설호박:10a당 생산량,kg
5283,2017,계,시설호박:10a당 생산량,kg
4753,2018,계,시설호박:10a당 생산량,kg
5416,2019,계,시설호박:10a당 생산량,kg
5437,2020,계,시설호박:10a당 생산량,kg
5151,2021,계,시설호박:10a당 생산량,kg
5228,2022,계,시설호박:10a당 생산량,kg
128220,2013,계,시설호박:생산량,톤
153829,2014,계,시설호박:생산량,톤
162576,2015,계,시설호박:생산량,톤
146273,2016,계,시설호박:생산량,톤
154182,2017,계,시설호박:생산량,톤
138166,2018,계,시설호박:생산량,톤
165716,2019,계,시설호박:생산량,톤
151374,2020,계,시설호박:생산량,톤
86094,2021,계,시설호박:생산량,톤
104788,2022,계,시설호박:생산량,톤
6054,2013,계,토마토:면적,ha
7070,2014,계,토마토:면적,ha
6976,2015,계,토마토:면적,ha
6391,2016,계,토마토:면적,ha
5781.572,2017,계,토마토:면적,ha
6058.4422,2018,계,토마토:면적,ha
5706.0697,2019,계,토마토:면적,ha
5521.41,2020,계,토마토:면적,ha
6010.4882,2021,계,토마토:면적,ha
6111.1196,2022,계,토마토:면적,ha
388624,2013,계,토마토:생산량,톤
499960,2014,계,토마토:생산량,톤
456982,2015,계,토마토:생산량,톤
390303,2016,계,토마토:생산량,톤
355107,2017,계,토마토:생산량,톤
388657,2018,계,토마토:생산량,톤
358580,2019,계,토마토:생산량,톤
344048,2020,계,토마토:생산량,톤
369383,2021,계,토마토:생산량,톤
378808,2022,계,토마토:생산량,톤
0,2013,계,노지토마토:면적,ha
0,2014,계,노지토마토:면적,ha
0,2015,계,노지토마토:면적,ha
0,2016,계,노지토마토:면적,ha
0,2017,계,노지토마토:면적,ha
0,2018,계,노지토마토:면적,ha
0,2019,계,노지토마토:면적,ha
0,2020,계,노지토마토:면적,ha
0,2021,계,노지토마토:면적,ha
0,2022,계,노지토마토:면적,ha
0,2013,계,노지토마토:10a당 생산량,kg
0,2014,계,노지토마토:10a당 생산량,kg
0,2015,계,노지토마토:10a당 생산량,kg
0,2016,계,노지토마토:10a당 생산량,kg
0,2017,계,노지토마토:10a당 생산량,kg
0,2018,계,노지토마토:10a당 생산량,kg
0,2019,계,노지토마토:10a당 생산량,kg
0,2020,계,노지토마토:10a당 생산량,kg
0,2021,계,노지토마토:10a당 생산량,kg
0,2022,계,노지토마토:10a당 생산량,kg
0,2013,계,노지토마토:생산량,톤
0,2014,계,노지토마토:생산량,톤
0,2015,계,노지토마토:생산량,톤
0,2016,계,노지토마토:생산량,톤
0,2017,계,노지토마토:생산량,톤
0,2018,계,노지토마토:생산량,톤
0,2019,계,노지토마토:생산량,톤
0,2020,계,노지토마토:생산량,톤
0,2021,계,노지토마토:생산량,톤
0,2022,계,노지토마토:생산량,톤
6054,2013,계,시설토마토:면적,ha
7070,2014,계,시설토마토:면적,ha
6976,2015,계,시설토마토:면적,ha
6391,2016,계,시설토마토:면적,ha
5781.572,2017,계,시설토마토:면적,ha
6058.4422,2018,계,시설토마토:면적,ha
5706.0697,2019,계,시설토마토:면적,ha
5521.41,2020,계,시설토마토:면적,ha
6010.4882,2021,계,시설토마토:면적,ha
6111.1196,2022,계,시설토마토:면적,ha
6419,2013,계,시설토마토:10a당 생산량,kg
7072,2014,계,시설토마토:10a당 생산량,kg
6551,2015,계,시설토마토:10a당 생산량,kg
6107,2016,계,시설토마토:10a당 생산량,kg
6142,2017,계,시설토마토:10a당 생산량,kg
6415,2018,계,시설토마토:10a당 생산량,kg
6284,2019,계,시설토마토:10a당 생산량,kg
6231,2020,계,시설토마토:10a당 생산량,kg
6146,2021,계,시설토마토:10a당 생산량,kg
6199,2022,계,시설토마토:10a당 생산량,kg
388624,2013,계,시설토마토:생산량,톤
499960,2014,계,시설토마토:생산량,톤
456982,2015,계,시설토마토:생산량,톤
390303,2016,계,시설토마토:생산량,톤
355107,2017,계,시설토마토:생산량,톤
388657,2018,계,시설토마토:생산량,톤
358580,2019,계,시설토마토:생산량,톤
344048,2020,계,시설토마토:생산량,톤
369383,2021,계,시설토마토:생산량,톤
378808,2022,계,시설토마토:생산량,톤
15,2013,서울특별시,과채류:면적,ha
11,2014,서울특별시,과채류:면적,ha
28,2015,서울특별시,과채류:면적,ha
8,2016,서울특별시,과채류:면적,ha
9.3677,2017,서울특별시,과채류:면적,ha
9.2606,2018,서울특별시,과채류:면적,ha
8.9186,2019,서울특별시,과채류:면적,ha
9.9175,2020,서울특별시,과채류:면적,ha
18.2644,2021,서울특별시,과채류:면적,ha
24.4473,2022,서울특별시,과채류:면적,ha
818,2013,서울특별시,과채류:생산량,톤
711,2014,서울특별시,과채류:생산량,톤
1794,2015,서울특별시,과채류:생산량,톤
306,2016,서울특별시,과채류:생산량,톤
272,2017,서울특별시,과채류:생산량,톤
235,2018,서울특별시,과채류:생산량,톤
226,2019,서울특별시,과채류:생산량,톤
303,2020,서울특별시,과채류:생산량,톤
290,2021,서울특별시,과채류:생산량,톤
781,2022,서울특별시,과채류:생산량,톤
0,2013,서울특별시,수박:면적,ha
0,2014,서울특별시,수박:면적,ha
0,2015,서울특별시,수박:면적,ha
0,2016,서울특별시,수박:면적,ha
0.1018,2017,서울특별시,수박:면적,ha
0.0582,2018,서울특별시,수박:면적,ha
0.0368,2019,서울특별시,수박:면적,ha
0.0197,2020,서울특별시,수박:면적,ha
0.1588,2021,서울특별시,수박:면적,ha
0.1843,2022,서울특별시,수박:면적,ha
0,2013,서울특별시,수박:생산량,톤
0,2014,서울특별시,수박:생산량,톤
0,2015,서울특별시,수박:생산량,톤
0,2016,서울특별시,수박:생산량,톤
4,2017,서울특별시,수박:생산량,톤
2,2018,서울특별시,수박:생산량,톤
2,2019,서울특별시,수박:생산량,톤
1,2020,서울특별시,수박:생산량,톤
8,2021,서울특별시,수박:생산량,톤
6,2022,서울특별시,수박:생산량,톤
0,2013,서울특별시,노지수박:면적,ha
0,2014,서울특별시,노지수박:면적,ha
0,2015,서울특별시,노지수박:면적,ha
0,2016,서울특별시,노지수박:면적,ha
0.0358,2017,서울특별시,노지수박:면적,ha
0.0176,2018,서울특별시,노지수박:면적,ha
0.0368,2019,서울특별시,노지수박:면적,ha
0.0117,2020,서울특별시,노지수박:면적,ha
0.1506,2021,서울특별시,노지수박:면적,ha
0.1358,2022,서울특별시,노지수박:면적,ha
0,2013,서울특별시,노지수박:10a당 생산량,kg
0,2014,서울특별시,노지수박:10a당 생산량,kg
0,2015,서울특별시,노지수박:10a당 생산량,kg
0,2016,서울특별시,노지수박:10a당 생산량,kg
2434,2017,서울특별시,노지수박:10a당 생산량,kg
4050,2018,서울특별시,노지수박:10a당 생산량,kg
4930,2019,서울특별시,노지수박:10a당 생산량,kg
5035,2020,서울특별시,노지수박:10a당 생산량,kg
5035,2021,서울특별시,노지수박:10a당 생산량,kg
3901,2022,서울특별시,노지수박:10a당 생산량,kg
0,2013,서울특별시,노지수박:생산량,톤
0,2014,서울특별시,노지수박:생산량,톤
0,2015,서울특별시,노지수박:생산량,톤
0,2016,서울특별시,노지수박:생산량,톤
1,2017,서울특별시,노지수박:생산량,톤
1,2018,서울특별시,노지수박:생산량,톤
2,2019,서울특별시,노지수박:생산량,톤
1,2020,서울특별시,노지수박:생산량,톤
8,2021,서울특별시,노지수박:생산량,톤
5,2022,서울특별시,노지수박:생산량,톤
0,2013,서울특별시,시설수박:면적,ha
0,2014,서울특별시,시설수박:면적,ha
0,2015,서울특별시,시설수박:면적,ha
0,2016,서울특별시,시설수박:면적,ha
0.066,2017,서울특별시,시설수박:면적,ha
0.0406,2018,서울특별시,시설수박:면적,ha
0,2019,서울특별시,시설수박:면적,ha
0.008,2020,서울특별시,시설수박:면적,ha
0.0082,2021,서울특별시,시설수박:면적,ha
0.0485,2022,서울특별시,시설수박:면적,ha
0,2013,서울특별시,시설수박:10a당 생산량,kg
0,2014,서울특별시,시설수박:10a당 생산량,kg
0,2015,서울특별시,시설수박:10a당 생산량,kg
0,2016,서울특별시,시설수박:10a당 생산량,kg
5063,2017,서울특별시,시설수박:10a당 생산량,kg
2951,2018,서울특별시,시설수박:10a당 생산량,kg
0,2019,서울특별시,시설수박:10a당 생산량,kg
3699,2020,서울특별시,시설수박:10a당 생산량,kg
3705,2021,서울특별시,시설수박:10a당 생산량,kg
2235,2022,서울특별시,시설수박:10a당 생산량,kg
0,2013,서울특별시,시설수박:생산량,톤
0,2014,서울특별시,시설수박:생산량,톤
0,2015,서울특별시,시설수박:생산량,톤
0,2016,서울특별시,시설수박:생산량,톤
3,2017,서울특별시,시설수박:생산량,톤
1,2018,서울특별시,시설수박:생산량,톤
0,2019,서울특별시,시설수박:생산량,톤
0,2020,서울특별시,시설수박:생산량,톤
0,2021,서울특별시,시설수박:생산량,톤
1,2022,서울특별시,시설수박:생산량,톤
2,2013,서울특별시,참외:면적,ha
1,2014,서울특별시,참외:면적,ha
0,2015,서울특별시,참외:면적,ha
0,2016,서울특별시,참외:면적,ha
0.4885,2017,서울특별시,참외:면적,ha
0.1031,2018,서울특별시,참외:면적,ha
0.0843,2019,서울특별시,참외:면적,ha
0.0966,2020,서울특별시,참외:면적,ha
0.1405,2021,서울특별시,참외:면적,ha
0.8088,2022,서울특별시,참외:면적,ha
47,2013,서울특별시,참외:생산량,톤
24,2014,서울특별시,참외:생산량,톤
0,2015,서울특별시,참외:생산량,톤
0,2016,서울특별시,참외:생산량,톤
12,2017,서울특별시,참외:생산량,톤
2,2018,서울특별시,참외:생산량,톤
2,2019,서울특별시,참외:생산량,톤
2,2020,서울특별시,참외:생산량,톤
3,2021,서울특별시,참외:생산량,톤
18,2022,서울특별시,참외:생산량,톤
1,2013,서울특별시,노지참외:면적,ha
1,2014,서울특별시,노지참외:면적,ha
0,2015,서울특별시,노지참외:면적,ha
0,2016,서울특별시,노지참외:면적,ha
0.3294,2017,서울특별시,노지참외:면적,ha
0.0625,2018,서울특별시,노지참외:면적,ha
0.0843,2019,서울특별시,노지참외:면적,ha
0.0939,2020,서울특별시,노지참외:면적,ha
0.1405,2021,서울특별시,노지참외:면적,ha
0.8032,2022,서울특별시,노지참외:면적,ha
2416,2013,서울특별시,노지참외:10a당 생산량,kg
2402,2014,서울특별시,노지참외:10a당 생산량,kg
0,2015,서울특별시,노지참외:10a당 생산량,kg
0,2016,서울특별시,노지참외:10a당 생산량,kg
2355,2017,서울특별시,노지참외:10a당 생산량,kg
1966,2018,서울특별시,노지참외:10a당 생산량,kg
2342,2019,서울특별시,노지참외:10a당 생산량,kg
2252,2020,서울특별시,노지참외:10a당 생산량,kg
2252,2021,서울특별시,노지참외:10a당 생산량,kg
2252,2022,서울특별시,노지참외:10a당 생산량,kg
24,2013,서울특별시,노지참외:생산량,톤
24,2014,서울특별시,노지참외:생산량,톤
0,2015,서울특별시,노지참외:생산량,톤
0,2016,서울특별시,노지참외:생산량,톤
8,2017,서울특별시,노지참외:생산량,톤
1,2018,서울특별시,노지참외:생산량,톤
2,2019,서울특별시,노지참외:생산량,톤
2,2020,서울특별시,노지참외:생산량,톤
3,2021,서울특별시,노지참외:생산량,톤
